,Checking_account_status,Duration_months,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate,Personal_status,Other_debtors,Present_residence_since,Property,Age_years,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker,Label
695,no_checking_account,15,existing_dues_cleared_for_now,furniture/equipment,2221,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,4,car_or_other,20,none,rent,1,skilled_employee/official,1,no,no,good
696,less_than0,18,existing_dues_cleared_for_now,radio/television,2389,less_than100,less_than1,4,female-divorced/separated/married,none,1,car_or_other,27,stores,own,1,skilled_employee/official,1,no,no,good
697,no_checking_account,12,critical_account,furniture/equipment,3331,less_than100,greater_than7,2,male-single,none,4,building_society/savings_agreement/life_insurance,42,stores,own,1,skilled_employee/official,1,no,no,good
698,no_checking_account,36,delay_in_paying_off,furniture/equipment,7678,500equalsless_than_and_less_than1000,4equalsless_than_and_less_than7,2,female-divorced/separated/married,none,4,car_or_other,40,none,own,2,skilled_employee/official,1,yes,no,good
699,less_than0,24,critical_account,business,1382,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,4,male-single,none,1,real_estate,26,none,own,2,skilled_employee/official,1,yes,no,good
700,no_checking_account,15,existing_dues_cleared_for_now,domestic_appliances,874,unknown_or_no_savings_account,less_than1,4,female-divorced/separated/married,none,1,real_estate,24,none,own,1,skilled_employee/official,1,no,no,good
701,less_than0,18,all_dues_atbank_cleared,radio/television,1940,less_than100,less_than1,3,male-single,co-applicant,4,unknown/no_property,36,bank,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
702,less_than0,9,existing_dues_cleared_for_now,car_(new),1422,less_than100,less_than1,3,male-single,none,2,unknown/no_property,27,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
703,no_checking_account,30,critical_account,radio/television,6742,unknown_or_no_savings_account,4equalsless_than_and_less_than7,2,male-single,none,3,building_society/savings_agreement/life_insurance,36,none,own,2,skilled_employee/official,1,no,no,good
704,no_checking_account,24,existing_dues_cleared_for_now,car_(used),7814,less_than100,4equalsless_than_and_less_than7,3,male-single,none,3,car_or_other,38,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
705,no_checking_account,24,existing_dues_cleared_for_now,car_(used),9277,unknown_or_no_savings_account,1equalsless_than_and_less_than4,2,male-divorced/separated,none,4,unknown/no_property,48,none,for_free,1,skilled_employee/official,1,yes,no,good
706,0equalsless_than_and_less_than200,30,critical_account,car_(new),2181,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,real_estate,36,none,own,2,skilled_employee/official,1,no,no,good
707,less_than0,12,existing_dues_cleared_for_now,education,795,less_than100,less_than1,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,53,none,own,1,skilled_employee/official,1,no,no,bad
708,0equalsless_than_and_less_than200,24,critical_account,business,2825,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,male-single,none,3,unknown/no_property,34,none,own,2,skilled_employee/official,2,yes,no,good
709,0equalsless_than_and_less_than200,48,existing_dues_cleared_for_now,business,15672,less_than100,1equalsless_than_and_less_than4,2,male-single,none,2,car_or_other,23,none,own,1,skilled_employee/official,1,yes,no,bad
710,no_checking_account,36,critical_account,car_(new),6614,less_than100,greater_than7,4,male-single,none,4,car_or_other,34,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
711,no_checking_account,28,all_dues_atbank_cleared,car_(used),7824,unknown_or_no_savings_account,less_than1,3,male-single,guarantor,4,real_estate,40,bank,rent,2,skilled_employee/official,2,yes,no,good
712,less_than0,27,critical_account,business,2442,less_than100,greater_than7,4,male-single,none,4,car_or_other,43,stores,own,4,management/self-employed/highly_qualified/officer,2,yes,no,good
713,no_checking_account,15,critical_account,radio/television,1829,less_than100,greater_than7,4,male-single,none,4,car_or_other,46,none,own,2,skilled_employee/official,1,yes,no,good
714,less_than0,12,critical_account,car_(new),2171,less_than100,1equalsless_than_and_less_than4,4,male-single,none,4,building_society/savings_agreement/life_insurance,38,bank,own,2,unskilled-resident,1,no,yes,good
715,0equalsless_than_and_less_than200,36,critical_account,car_(used),5800,less_than100,1equalsless_than_and_less_than4,3,male-single,none,4,car_or_other,34,none,own,2,skilled_employee/official,1,yes,no,good
716,no_checking_account,18,critical_account,radio/television,1169,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,3,building_society/savings_agreement/life_insurance,29,none,own,2,skilled_employee/official,1,yes,no,good
717,no_checking_account,36,delay_in_paying_off,car_(used),8947,unknown_or_no_savings_account,4equalsless_than_and_less_than7,3,male-single,none,2,car_or_other,31,stores,own,1,management/self-employed/highly_qualified/officer,2,yes,no,good
718,less_than0,21,existing_dues_cleared_for_now,radio/television,2606,less_than100,less_than1,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,28,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
719,no_checking_account,12,critical_account,furniture/equipment,1592,greater_than1000,4equalsless_than_and_less_than7,3,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,35,none,own,1,skilled_employee/official,1,no,yes,good
720,no_checking_account,15,existing_dues_cleared_for_now,furniture/equipment,2186,unknown_or_no_savings_account,4equalsless_than_and_less_than7,1,female-divorced/separated/married,none,4,real_estate,33,bank,rent,1,unskilled-resident,1,no,no,good
721,less_than0,18,existing_dues_cleared_for_now,furniture/equipment,4153,less_than100,1equalsless_than_and_less_than4,2,male-single,co-applicant,3,car_or_other,42,none,own,1,skilled_employee/official,1,no,no,bad
722,no_checking_account,36,critical_account,car_(used),10477,unknown_or_no_savings_account,greater_than7,2,male-single,none,4,unknown/no_property,42,none,for_free,2,skilled_employee/official,1,no,no,good
723,no_checking_account,15,existing_dues_cleared_for_now,radio/television,1386,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-married/widowed,none,2,real_estate,40,none,rent,1,skilled_employee/official,1,yes,no,good
724,less_than0,12,existing_dues_cleared_for_now,radio/television,1107,less_than100,1equalsless_than_and_less_than4,2,male-single,none,2,real_estate,20,none,rent,1,management/self-employed/highly_qualified/officer,2,yes,no,good
725,less_than0,21,existing_dues_cleared_for_now,car_(new),3763,unknown_or_no_savings_account,4equalsless_than_and_less_than7,2,male-single,co-applicant,2,real_estate,24,none,own,1,unskilled-resident,1,no,yes,good
726,no_checking_account,15,delay_in_paying_off,car_(used),3594,less_than100,less_than1,1,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,46,none,own,2,unskilled-resident,1,no,no,good
727,no_checking_account,36,delay_in_paying_off,radio/television,4454,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,real_estate,34,none,own,2,skilled_employee/official,1,no,no,good
728,0equalsless_than_and_less_than200,30,existing_dues_cleared_for_now,radio/television,2991,unknown_or_no_savings_account,greater_than7,2,female-divorced/separated/married,none,4,car_or_other,25,none,own,1,skilled_employee/official,1,no,no,good
729,no_checking_account,11,existing_dues_cleared_for_now,business,2142,greater_than1000,greater_than7,1,male-divorced/separated,none,2,real_estate,28,none,own,1,skilled_employee/official,1,yes,no,good
730,less_than0,24,all_dues_atbank_cleared,business,3161,less_than100,1equalsless_than_and_less_than4,4,male-single,none,2,building_society/savings_agreement/life_insurance,31,none,rent,1,skilled_employee/official,1,yes,no,bad
731,0equalsless_than_and_less_than200,48,none_taken/all_dues_cleared,others,18424,less_than100,1equalsless_than_and_less_than4,1,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,32,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,yes,bad
732,no_checking_account,10,existing_dues_cleared_for_now,car_(used),2848,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,1,male-single,co-applicant,2,real_estate,32,none,own,1,skilled_employee/official,2,no,no,good
733,less_than0,6,existing_dues_cleared_for_now,car_(new),14896,less_than100,greater_than7,1,male-single,none,4,unknown/no_property,68,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
734,less_than0,24,existing_dues_cleared_for_now,furniture/equipment,2359,100equalsless_than_and_less_than500,unemployed,1,male-divorced/separated,none,1,building_society/savings_agreement/life_insurance,33,none,own,1,skilled_employee/official,1,no,no,bad
735,less_than0,24,existing_dues_cleared_for_now,furniture/equipment,3345,less_than100,greater_than7,4,male-single,none,2,building_society/savings_agreement/life_insurance,39,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
736,no_checking_account,48,delay_in_paying_off,radio/television,12749,500equalsless_than_and_less_than1000,4equalsless_than_and_less_than7,4,male-single,none,1,car_or_other,37,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
737,less_than0,9,existing_dues_cleared_for_now,radio/television,1366,less_than100,less_than1,3,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,22,none,rent,1,skilled_employee/official,1,no,no,bad
738,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,car_(new),2002,less_than100,4equalsless_than_and_less_than7,3,male-single,none,4,building_society/savings_agreement/life_insurance,30,none,rent,1,skilled_employee/official,2,yes,no,good
739,less_than0,18,critical_account,furniture/equipment,1049,less_than100,less_than1,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,21,none,rent,1,skilled_employee/official,1,no,no,good
740,less_than0,48,existing_dues_cleared_for_now,car_(used),10297,less_than100,4equalsless_than_and_less_than7,4,male-single,none,4,unknown/no_property,39,stores,for_free,3,skilled_employee/official,2,yes,no,bad
741,no_checking_account,30,existing_dues_cleared_for_now,radio/television,1867,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,car_or_other,58,none,own,1,skilled_employee/official,1,yes,no,good
742,less_than0,24,existing_dues_cleared_for_now,furniture/equipment,1747,less_than100,less_than1,4,male-single,co-applicant,1,building_society/savings_agreement/life_insurance,24,none,own,1,unskilled-resident,1,no,yes,good
743,0equalsless_than_and_less_than200,9,existing_dues_cleared_for_now,radio/television,1670,less_than100,less_than1,4,female-divorced/separated/married,none,2,car_or_other,22,none,own,1,skilled_employee/official,1,yes,no,bad
744,no_checking_account,9,critical_account,car_(new),1224,less_than100,1equalsless_than_and_less_than4,3,male-single,none,1,real_estate,30,none,own,2,skilled_employee/official,1,no,no,good
745,no_checking_account,12,critical_account,radio/television,522,500equalsless_than_and_less_than1000,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,42,none,own,2,skilled_employee/official,2,yes,no,good
746,less_than0,12,existing_dues_cleared_for_now,radio/television,1498,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,1,car_or_other,23,bank,own,1,skilled_employee/official,1,no,no,good
747,0equalsless_than_and_less_than200,30,delay_in_paying_off,radio/television,1919,100equalsless_than_and_less_than500,less_than1,4,male-single,none,3,unknown/no_property,30,stores,own,2,management/self-employed/highly_qualified/officer,1,no,no,bad
748,0equalsless_than_and_less_than200,6,existing_dues_cleared_for_now,radio/television,2063,less_than100,less_than1,4,male-married/widowed,none,3,car_or_other,30,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
749,0equalsless_than_and_less_than200,60,existing_dues_cleared_for_now,education,6288,less_than100,1equalsless_than_and_less_than4,4,male-single,none,4,unknown/no_property,42,none,for_free,1,skilled_employee/official,1,no,no,bad
750,no_checking_account,24,critical_account,car_(used),6842,unknown_or_no_savings_account,1equalsless_than_and_less_than4,2,male-single,none,4,building_society/savings_agreement/life_insurance,46,none,own,2,management/self-employed/highly_qualified/officer,2,yes,no,good
751,no_checking_account,12,existing_dues_cleared_for_now,car_(new),3527,unknown_or_no_savings_account,less_than1,2,male-single,none,3,building_society/savings_agreement/life_insurance,45,none,own,1,management/self-employed/highly_qualified/officer,2,yes,no,good
752,no_checking_account,10,existing_dues_cleared_for_now,car_(new),1546,less_than100,1equalsless_than_and_less_than4,3,male-single,none,2,real_estate,31,none,own,1,unskilled-resident,2,no,yes,good
753,no_checking_account,24,existing_dues_cleared_for_now,furniture/equipment,929,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,male-single,none,2,car_or_other,31,stores,own,1,skilled_employee/official,1,yes,no,good
754,no_checking_account,4,critical_account,car_(new),1455,less_than100,4equalsless_than_and_less_than7,2,male-single,none,1,real_estate,42,none,own,3,unskilled-resident,2,no,no,good
755,less_than0,15,existing_dues_cleared_for_now,furniture/equipment,1845,less_than100,less_than1,4,female-divorced/separated/married,guarantor,1,building_society/savings_agreement/life_insurance,46,none,rent,1,skilled_employee/official,1,no,no,good
756,0equalsless_than_and_less_than200,48,none_taken/all_dues_cleared,car_(new),8358,500equalsless_than_and_less_than1000,less_than1,1,female-divorced/separated/married,none,1,car_or_other,30,none,own,2,skilled_employee/official,1,no,no,good
757,less_than0,24,all_dues_atbank_cleared,furniture/equipment,3349,500equalsless_than_and_less_than1000,less_than1,4,male-single,none,4,unknown/no_property,30,none,for_free,1,skilled_employee/official,2,yes,no,bad
758,no_checking_account,12,existing_dues_cleared_for_now,car_(new),2859,unknown_or_no_savings_account,unemployed,4,male-single,none,4,unknown/no_property,38,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
759,no_checking_account,18,existing_dues_cleared_for_now,furniture/equipment,1533,less_than100,less_than1,4,male-married/widowed,co-applicant,1,building_society/savings_agreement/life_insurance,43,none,own,1,unskilled-resident,2,no,no,bad
760,no_checking_account,24,existing_dues_cleared_for_now,radio/television,3621,100equalsless_than_and_less_than500,greater_than7,2,male-single,none,4,car_or_other,31,none,own,2,skilled_employee/official,1,no,no,bad
761,0equalsless_than_and_less_than200,18,critical_account,business,3590,less_than100,unemployed,3,male-married/widowed,none,3,car_or_other,40,none,own,3,unemployed/unskilled-non_resident,2,yes,no,good
762,less_than0,36,delay_in_paying_off,business,2145,less_than100,4equalsless_than_and_less_than7,2,male-single,none,1,car_or_other,24,none,own,2,skilled_employee/official,1,yes,no,bad
763,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,car_(used),4113,500equalsless_than_and_less_than1000,less_than1,3,female-divorced/separated/married,none,4,car_or_other,28,none,rent,1,skilled_employee/official,1,no,no,bad
764,no_checking_account,36,existing_dues_cleared_for_now,furniture/equipment,10974,less_than100,unemployed,4,female-divorced/separated/married,none,2,car_or_other,26,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
765,less_than0,12,existing_dues_cleared_for_now,car_(new),1893,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,guarantor,4,building_society/savings_agreement/life_insurance,29,none,own,1,skilled_employee/official,1,yes,no,good
766,less_than0,24,critical_account,radio/television,1231,greater_than1000,greater_than7,4,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,57,none,rent,2,management/self-employed/highly_qualified/officer,1,yes,no,good
767,0equalsless_than_and_less_than200,9,critical_account,radio/television,1154,less_than100,greater_than7,2,male-single,none,4,real_estate,37,none,own,3,unskilled-resident,1,no,no,good
768,less_than0,28,existing_dues_cleared_for_now,car_(new),4006,less_than100,1equalsless_than_and_less_than4,3,male-single,none,2,car_or_other,45,none,own,1,unskilled-resident,1,no,no,bad
769,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,furniture/equipment,3069,100equalsless_than_and_less_than500,greater_than7,4,male-single,none,4,unknown/no_property,30,none,for_free,1,skilled_employee/official,1,no,no,good
770,no_checking_account,6,critical_account,radio/television,1740,less_than100,greater_than7,2,male-married/widowed,none,2,real_estate,30,none,rent,2,skilled_employee/official,1,no,no,good
771,no_checking_account,15,existing_dues_cleared_for_now,car_(new),3556,unknown_or_no_savings_account,1equalsless_than_and_less_than4,3,male-single,none,2,unknown/no_property,29,none,own,1,skilled_employee/official,1,no,no,good
772,no_checking_account,24,existing_dues_cleared_for_now,radio/television,2397,500equalsless_than_and_less_than1000,greater_than7,3,male-single,none,2,car_or_other,35,bank,own,2,skilled_employee/official,1,yes,no,bad
773,0equalsless_than_and_less_than200,6,existing_dues_cleared_for_now,repairs,454,less_than100,less_than1,3,male-married/widowed,none,1,building_society/savings_agreement/life_insurance,22,none,own,1,unskilled-resident,1,no,no,good
774,0equalsless_than_and_less_than200,30,existing_dues_cleared_for_now,radio/television,1715,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,1,car_or_other,26,none,own,1,skilled_employee/official,1,no,no,good
775,0equalsless_than_and_less_than200,27,critical_account,radio/television,2520,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,male-single,none,2,building_society/savings_agreement/life_insurance,23,none,own,2,unskilled-resident,1,no,no,bad
776,no_checking_account,15,existing_dues_cleared_for_now,radio/television,3568,less_than100,greater_than7,4,female-divorced/separated/married,none,2,car_or_other,54,bank,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
777,no_checking_account,42,existing_dues_cleared_for_now,radio/television,7166,unknown_or_no_savings_account,4equalsless_than_and_less_than7,2,male-married/widowed,none,4,building_society/savings_agreement/life_insurance,29,none,rent,1,skilled_employee/official,1,yes,no,good
778,less_than0,11,critical_account,car_(new),3939,less_than100,1equalsless_than_and_less_than4,1,male-single,none,2,real_estate,40,none,own,2,unskilled-resident,2,no,no,good
779,0equalsless_than_and_less_than200,15,existing_dues_cleared_for_now,repairs,1514,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,4,male-single,guarantor,2,real_estate,22,none,own,1,skilled_employee/official,1,no,no,good
780,no_checking_account,24,existing_dues_cleared_for_now,car_(new),7393,less_than100,1equalsless_than_and_less_than4,1,male-single,none,4,building_society/savings_agreement/life_insurance,43,none,own,1,unskilled-resident,2,no,no,good
781,less_than0,24,all_dues_atbank_cleared,car_(new),1193,less_than100,unemployed,1,female-divorced/separated/married,co-applicant,4,unknown/no_property,29,none,rent,2,unemployed/unskilled-non_resident,1,no,no,bad
782,less_than0,60,existing_dues_cleared_for_now,business,7297,less_than100,greater_than7,4,male-single,co-applicant,4,unknown/no_property,36,none,rent,1,skilled_employee/official,1,no,no,bad
783,no_checking_account,30,critical_account,radio/television,2831,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,2,car_or_other,33,none,own,1,skilled_employee/official,1,yes,no,good
784,greater_than200,24,existing_dues_cleared_for_now,radio/television,1258,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,3,car_or_other,57,none,own,1,unskilled-resident,1,no,no,good
785,0equalsless_than_and_less_than200,6,existing_dues_cleared_for_now,radio/television,753,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,guarantor,3,real_estate,64,none,own,1,skilled_employee/official,1,no,no,good
786,no_checking_account,24,delay_in_paying_off,car_(new),2538,less_than100,greater_than7,4,male-single,none,4,car_or_other,47,none,own,2,unskilled-resident,2,no,no,bad
787,0equalsless_than_and_less_than200,15,all_dues_atbank_cleared,car_(new),1264,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,2,male-married/widowed,none,2,building_society/savings_agreement/life_insurance,25,none,rent,1,skilled_employee/official,1,no,no,bad
788,0equalsless_than_and_less_than200,30,critical_account,furniture/equipment,8386,less_than100,4equalsless_than_and_less_than7,2,male-single,none,2,building_society/savings_agreement/life_insurance,49,none,own,1,skilled_employee/official,1,no,no,bad
789,no_checking_account,48,existing_dues_cleared_for_now,business,4844,less_than100,unemployed,3,male-single,none,2,car_or_other,33,bank,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
790,greater_than200,21,existing_dues_cleared_for_now,car_(new),2923,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,1,female-divorced/separated/married,none,1,car_or_other,28,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
791,less_than0,15,critical_account,furniture/equipment,1433,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,3,building_society/savings_agreement/life_insurance,25,none,rent,2,skilled_employee/official,1,no,no,good
792,no_checking_account,13,existing_dues_cleared_for_now,radio/television,1409,100equalsless_than_and_less_than500,unemployed,2,female-divorced/separated/married,none,4,real_estate,64,none,own,1,skilled_employee/official,1,no,no,good
793,less_than0,24,existing_dues_cleared_for_now,car_(used),6579,less_than100,unemployed,4,male-single,none,2,unknown/no_property,29,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
794,0equalsless_than_and_less_than200,24,critical_account,radio/television,1743,less_than100,greater_than7,4,male-single,none,2,building_society/savings_agreement/life_insurance,48,none,own,2,unskilled-resident,1,no,no,good
795,no_checking_account,12,critical_account,education,3565,unknown_or_no_savings_account,less_than1,2,male-single,none,1,building_society/savings_agreement/life_insurance,37,none,own,2,unskilled-resident,2,no,no,good
796,less_than0,18,existing_dues_cleared_for_now,radio/television,1936,unknown_or_no_savings_account,4equalsless_than_and_less_than7,2,male-married/widowed,none,4,car_or_other,23,none,rent,2,unskilled-resident,1,no,no,good
797,less_than0,30,existing_dues_cleared_for_now,car_(used),3857,less_than100,1equalsless_than_and_less_than4,4,male-divorced/separated,none,4,building_society/savings_agreement/life_insurance,40,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
798,no_checking_account,12,existing_dues_cleared_for_now,radio/television,804,less_than100,greater_than7,4,male-single,none,4,car_or_other,38,none,own,1,skilled_employee/official,1,no,no,good
799,less_than0,45,existing_dues_cleared_for_now,radio/television,1845,less_than100,1equalsless_than_and_less_than4,4,male-single,none,4,unknown/no_property,23,none,for_free,1,skilled_employee/official,1,yes,no,bad
